semestre,predio,sala,tipo_sala,capacidade_turma,codigo_disciplina,turma,nome_disciplina,docente,curso,dia_semana,hora_inicio,hora_fim,numero_periodos,vagas_oferecidas,vagas_totais_compartilhadas,turmas_compartilhando_sala
2026/2,Faculdade de Arquitetura - 12103,Sala 413,Sala de aula,61,ARQ03092,A,SEMINÁRIO EM DESIGN I,Prof88,DPRO,SEGUNDA-FEIRA,18:30,20:30,2,44,44,A
2026/2,Faculdade de Arquitetura - 12103,Sala 413,Sala de aula,61,ADM01185,D,TEORIAS ORGANIZACIONAIS I,Prof103,ARQU,TERÇA-FEIRA,18:30,20:30,2,50,50,D
2026/2,Faculdade de Arquitetura - 12103,Sala 413,Sala de aula,61,ARQ01017,U,LEGISLAÇÃO E EXERCÍCIO PROFISSIONAL NA ARQUITETURA,Prof05,ARQU,QUARTA-FEIRA,18:30,20:30,2,42,42,U
2026/2,Faculdade de Arquitetura - 12103,Sala 413,Sala de aula,61,ADM01185,D,TEORIAS ORGANIZACIONAIS I,Prof103,ARQU,QUINTA-FEIRA,18:30,20:30,2,50,50,D
2026/2,Faculdade de Arquitetura - 12103,Sala 414,Atelier,20,ARQ01090,H1,PRÁTICAS EM OBRAS I,Prof46,ARQU,QUARTA-FEIRA,07:30,08:30,1,5,5,H1
2026/2,Faculdade de Arquitetura - 12103,Sala 414,Atelier,20,ARQ01090,I1,PRÁTICAS EM OBRAS I,Prof46,ARQU,QUARTA-FEIRA,08:30,09:30,1,5,5,I1
2026/2,Faculdade de Arquitetura - 12103,Sala 414,Atelier,20,ENG03019,C,CONTROLE DIMENSIONAL B,Prof67,DPRO,TERÇA-FEIRA,09:30,12:30,3,15,15,C
2026/2,Faculdade de Arquitetura - 12103,Sala 414,Atelier,20,ARQ01091,J2,PRÁTICAS EM OBRAS II,Prof46,ARQU,QUARTA-FEIRA,09:30,10:30,1,5,5,J2
2026/2,Faculdade de Arquitetura - 12103,Sala 414,Atelier,20,ARQ01091,L2,PRÁTICAS EM OBRAS II,Prof46,ARQU,QUARTA-FEIRA,10:30,11:30,1,5,5,L2
2026/2,Faculdade de Arquitetura - 12103,Sala 414,Atelier,20,ENG02042,B,BIÔNICA,Prof110,ARQU,SEGUNDA-FEIRA,13:30,17:30,4,17,17,B
2026/2,Faculdade de Arquitetura - 12103,Sala 414,Atelier,20,ENG02016,U,SELEÇÃO DE MATERIAIS A,Prof109,ARQU,TERÇA-FEIRA,14:30,18:30,4,26,26,U
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ENG01175,U,ESTRUTURA DE CONCRETO ARMADO B,Prof120,ARQU,SEGUNDA-FEIRA,07:30,09:30,2,50,50,U
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ENG01172,U,TÉCNICAS DE EDIFICAÇÃO B,Prof119,ARQU,TERÇA-FEIRA,07:30,09:30,2,45,45,U
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ENG01172,U,TÉCNICAS DE EDIFICAÇÃO B,Prof119,ARQU,QUINTA-FEIRA,07:30,09:30,2,45,45,U
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ENG01175,U,ESTRUTURA DE CONCRETO ARMADO B,Prof120,ARQU,SEXTA-FEIRA,07:30,09:30,2,50,50,U
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,HUM04824,U,SOCIOLOGIA DA CULTURA,Prof121,ARQU,QUARTA-FEIRA,08:30,12:30,4,41,41,U
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03006,A,TÉCNICAS DE REPRESENTAÇÃO ARQUITETÔNICA,Prof112,ARQU,SEGUNDA-FEIRA,09:30,12:30,3,20,40,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03006,B,TÉCNICAS DE REPRESENTAÇÃO ARQUITETÔNICA,Prof113,ARQU,SEGUNDA-FEIRA,09:30,12:30,3,20,40,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ01085,B,HABITABILIDADE DAS EDIFICAÇÕES I,Prof46,ARQU,QUINTA-FEIRA,09:30,11:30,2,30,30,B
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03006,D,TÉCNICAS DE REPRESENTAÇÃO ARQUITETÔNICA,Prof112,ARQU,SEXTA-FEIRA,09:30,12:30,3,35,35,D
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ01094,A,HABITABILIDADE DAS EDIFICAÇÕES III,Prof21,ARQU,TERÇA-FEIRA,10:30,12:30,2,30,30,A
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03065,A,GEOMETRIA DESCRITIVA PARA DESIGNERS,Prof114,DVIS,TERÇA-FEIRA,13:30,15:30,2,17,34,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03065,A,GEOMETRIA DESCRITIVA PARA DESIGNERS,Prof114,DPRO,TERÇA-FEIRA,13:30,15:30,2,17,34,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03065,B,GEOMETRIA DESCRITIVA PARA DESIGNERS,Prof115,DVIS,TERÇA-FEIRA,13:30,15:30,2,17,34,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03065,B,GEOMETRIA DESCRITIVA PARA DESIGNERS,Prof115,DPRO,TERÇA-FEIRA,13:30,15:30,2,17,34,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03065,A,GEOMETRIA DESCRITIVA PARA DESIGNERS,Prof114,DVIS,QUINTA-FEIRA,13:30,15:30,2,17,34,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03065,A,GEOMETRIA DESCRITIVA PARA DESIGNERS,Prof114,DPRO,QUINTA-FEIRA,13:30,15:30,2,17,34,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03065,B,GEOMETRIA DESCRITIVA PARA DESIGNERS,Prof115,DVIS,QUINTA-FEIRA,13:30,15:30,2,17,34,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03065,B,GEOMETRIA DESCRITIVA PARA DESIGNERS,Prof115,DPRO,QUINTA-FEIRA,13:30,15:30,2,17,34,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03318,I,DESENHO TÉCNICO I-A,Prof116,DVIS,TERÇA-FEIRA,15:30,17:30,2,17,33,I/II
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03318,I,DESENHO TÉCNICO I-A,Prof116,DPRO,TERÇA-FEIRA,15:30,17:30,2,17,33,I/II
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03318,II,DESENHO TÉCNICO I-A,Prof117,DVIS,TERÇA-FEIRA,15:30,17:30,2,16,33,I/II
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03318,II,DESENHO TÉCNICO I-A,Prof117,DPRO,TERÇA-FEIRA,15:30,17:30,2,16,33,I/II
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03318,I,DESENHO TÉCNICO I-A,Prof116,DVIS,QUINTA-FEIRA,15:30,17:30,2,17,33,I/II
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03318,I,DESENHO TÉCNICO I-A,Prof116,DPRO,QUINTA-FEIRA,15:30,17:30,2,17,33,I/II
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03318,II,DESENHO TÉCNICO I-A,Prof117,DVIS,QUINTA-FEIRA,15:30,17:30,2,16,33,I/II
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03318,II,DESENHO TÉCNICO I-A,Prof117,DPRO,QUINTA-FEIRA,15:30,17:30,2,16,33,I/II
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03318,M,DESENHO TÉCNICO I-A,Prof117,DVIS,TERÇA-FEIRA,18:30,20:30,2,25,49,M/MM
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03318,M,DESENHO TÉCNICO I-A,Prof117,DPRO,TERÇA-FEIRA,18:30,20:30,2,25,49,M/MM
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03318,MM,DESENHO TÉCNICO I-A,Prof118,DVIS,TERÇA-FEIRA,18:30,20:30,2,24,49,M/MM
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03318,MM,DESENHO TÉCNICO I-A,Prof118,DPRO,TERÇA-FEIRA,18:30,20:30,2,24,49,M/MM
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03318,M,DESENHO TÉCNICO I-A,Prof117,DVIS,QUINTA-FEIRA,18:30,20:30,2,25,49,M/MM
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03318,M,DESENHO TÉCNICO I-A,Prof117,DPRO,QUINTA-FEIRA,18:30,20:30,2,25,49,M/MM
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03318,MM,DESENHO TÉCNICO I-A,Prof118,DVIS,QUINTA-FEIRA,18:30,20:30,2,24,49,M/MM
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ARQ03318,MM,DESENHO TÉCNICO I-A,Prof118,DPRO,QUINTA-FEIRA,18:30,20:30,2,24,49,M/MM
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ADM01030,A,PENSAMENTO SOCIAL BRASILEIRO,Prof111,ARQU,SEGUNDA-FEIRA,20:30,22:30,2,45,45,A
2026/2,Faculdade de Arquitetura - 12103,Sala 415,Sala de aula,52,ADM01030,A,PENSAMENTO SOCIAL BRASILEIRO,Prof111,ARQU,QUARTA-FEIRA,20:30,22:30,2,45,45,A
2026/2,Faculdade de Arquitetura - 12103,Sala 501,Atelier,36,ARQ03152,B,GEOMETRIA DESCRITIVA APLICADA À ENGENHARIA,Prof124,ENGMEC,TERÇA-FEIRA,07:30,09:30,2,26,26,B
2026/2,Faculdade de Arquitetura - 12103,Sala 501,Atelier,36,ARQ03152,B,GEOMETRIA DESCRITIVA APLICADA À ENGENHARIA,Prof124,ENGMEC,QUINTA-FEIRA,07:30,09:30,2,26,26,B
2026/2,Faculdade de Arquitetura - 12103,Sala 501,Atelier,36,ARQ01049,B,INTRODUÇÃO AO PROJETO ARQUITETÔNICO II,Prof122,ARQU,SEGUNDA-FEIRA,09:30,12:30,3,15,15,B
2026/2,Faculdade de Arquitetura - 12103,Sala 501,Atelier,36,ARQ01047,A,DESENHO DE CONCEPÇÃO II,Prof40,ARQU,TERÇA-FEIRA,09:30,12:30,3,16,31,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 501,Atelier,36,ARQ01047,B,DESENHO DE CONCEPÇÃO II,Prof101,ARQU,TERÇA-FEIRA,09:30,12:30,3,15,31,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 501,Atelier,36,ARQ01049,B,INTRODUÇÃO AO PROJETO ARQUITETÔNICO II,Prof122,ARQU,QUARTA-FEIRA,09:30,12:30,3,15,15,B
2026/2,Faculdade de Arquitetura - 12103,Sala 501,Atelier,36,ARQ01047,C,DESENHO DE CONCEPÇÃO II,Prof122,ARQU,QUINTA-FEIRA,09:30,12:30,3,16,31,C/D
2026/2,Faculdade de Arquitetura - 12103,Sala 501,Atelier,36,ARQ01047,D,DESENHO DE CONCEPÇÃO II,Prof101,ARQU,QUINTA-FEIRA,09:30,12:30,3,15,31,C/D
2026/2,Faculdade de Arquitetura - 12103,Sala 501,Atelier,36,ARQ01049,B,INTRODUÇÃO AO PROJETO ARQUITETÔNICO II,Prof122,ARQU,SEXTA-FEIRA,09:30,12:30,3,15,15,B
2026/2,Faculdade de Arquitetura - 12103,Sala 501,Atelier,36,ARQ03149,A,ANÁLISE E REPRESENTAÇÃO DA FORMA II: DESIGN DE PRODUTO,Prof123,DPRO,SEGUNDA-FEIRA,13:30,17:30,4,23,23,A
2026/2,Faculdade de Arquitetura - 12103,Sala 501,Atelier,36,ARQ03063,B,ANÁLISE E REPRESENTAÇÃO DA FORMA I,Prof06,DVIS,TERÇA-FEIRA,13:30,17:30,4,22,22,B
2026/2,Faculdade de Arquitetura - 12103,Sala 501,Atelier,36,ARQ03063,B,ANÁLISE E REPRESENTAÇÃO DA FORMA I,Prof06,DPRO,TERÇA-FEIRA,13:30,17:30,4,22,22,B
2026/2,Faculdade de Arquitetura - 12103,Sala 501,Atelier,36,ARQ03063,A,ANÁLISE E REPRESENTAÇÃO DA FORMA I,Prof06,DVIS,QUINTA-FEIRA,13:30,17:30,4,22,22,A
2026/2,Faculdade de Arquitetura - 12103,Sala 501,Atelier,36,ARQ03063,A,ANÁLISE E REPRESENTAÇÃO DA FORMA I,Prof06,DPRO,QUINTA-FEIRA,13:30,17:30,4,22,22,A
2026/2,Faculdade de Arquitetura - 12103,Sala 501,Atelier,36,ARQ02001,A,TEORIAS SOBRE O ESPAÇO URBANO,Prof56,ARQU,QUARTA-FEIRA,18:30,20:30,2,30,30,A
2026/2,Faculdade de Arquitetura - 12103,Sala 501,Atelier,36,ARQ02001,A,TEORIAS SOBRE O ESPAÇO URBANO,Prof56,ARQU,QUINTA-FEIRA,18:30,20:30,2,30,30,A
2026/2,Faculdade de Arquitetura - 12103,Sala 502,Atelier,27,ARQ03086,A,PROJETO DE PRODUTO IV,Prof127,DPRO,SEGUNDA-FEIRA,07:30,10:30,3,12,12,A
2026/2,Faculdade de Arquitetura - 12103,Sala 502,Atelier,27,ARQ03086,A,PROJETO DE PRODUTO IV,Prof127,DPRO,QUARTA-FEIRA,07:30,10:30,3,12,12,A
2026/2,Faculdade de Arquitetura - 12103,Sala 502,Atelier,27,ARQ02003,A,URBANISMO II,Prof125,ARQU,QUINTA-FEIRA,08:30,12:30,4,17,34,A/C
2026/2,Faculdade de Arquitetura - 12103,Sala 502,Atelier,27,ARQ02003,C,URBANISMO II,Prof126,ARQU,QUINTA-FEIRA,08:30,12:30,4,17,34,A/C
2026/2,Faculdade de Arquitetura - 12103,Sala 502,Atelier,27,ARQ02003,A,URBANISMO II,Prof125,ARQU,TERÇA-FEIRA,09:30,12:30,3,17,34,A/C
2026/2,Faculdade de Arquitetura - 12103,Sala 502,Atelier,27,ARQ02003,C,URBANISMO II,Prof126,ARQU,TERÇA-FEIRA,09:30,12:30,3,17,34,A/C
2026/2,Faculdade de Arquitetura - 12103,Sala 502,Atelier,27,ARQ01007,B,PROJETO ARQUITETÔNICO I,Prof45,ARQU,SEXTA-FEIRA,09:30,12:30,3,15,15,B
2026/2,Faculdade de Arquitetura - 12103,Sala 502,Atelier,27,ARQ03151,A,DESIGN DE MOLDES PARA TERMOPLÁSTICOS,Prof02,DPRO,SEGUNDA-FEIRA,10:30,12:30,2,8,8,A
2026/2,Faculdade de Arquitetura - 12103,Sala 502,Atelier,27,ARQ03081,A,PROJETO INTEGRADO I,Prof72,DVIS,SEGUNDA-FEIRA,13:30,16:30,3,15,30,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 502,Atelier,27,ARQ03081,A,PROJETO INTEGRADO I,Prof72,DPRO,SEGUNDA-FEIRA,13:30,16:30,3,15,30,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 502,Atelier,27,ARQ03081,B,PROJETO INTEGRADO I,Prof77,DVIS,SEGUNDA-FEIRA,13:30,16:30,3,15,30,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 502,Atelier,27,ARQ03081,B,PROJETO INTEGRADO I,Prof77,DPRO,SEGUNDA-FEIRA,13:30,16:30,3,15,30,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 502,Atelier,27,ARQ03081,A,PROJETO INTEGRADO I,Prof72,DVIS,QUARTA-FEIRA,13:30,16:30,3,15,30,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 502,Atelier,27,ARQ03081,A,PROJETO INTEGRADO I,Prof72,DPRO,QUARTA-FEIRA,13:30,16:30,3,15,30,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 502,Atelier,27,ARQ03081,B,PROJETO INTEGRADO I,Prof77,DVIS,QUARTA-FEIRA,13:30,16:30,3,15,30,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 502,Atelier,27,ARQ03081,B,PROJETO INTEGRADO I,Prof77,DPRO,QUARTA-FEIRA,13:30,16:30,3,15,30,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 502,Atelier,27,ARQ03072,A,PROJETO DE PRODUTO I,Prof123,DPRO,TERÇA-FEIRA,14:30,17:30,3,18,18,A
2026/2,Faculdade de Arquitetura - 12103,Sala 502,Atelier,27,ARQ03072,A,PROJETO DE PRODUTO I,Prof123,DPRO,QUINTA-FEIRA,14:30,17:30,3,18,18,A
2026/2,Faculdade de Arquitetura - 12103,Sala 502,Atelier,27,ARQ03140,A,ERGONOMIA APLICADA AO DESIGN II,Prof88,DVIS,TERÇA-FEIRA,17:30,19:30,2,18,18,A
2026/2,Faculdade de Arquitetura - 12103,Sala 502,Atelier,27,ARQ03140,A,ERGONOMIA APLICADA AO DESIGN II,Prof88,DPRO,TERÇA-FEIRA,17:30,19:30,2,18,18,A
2026/2,Faculdade de Arquitetura - 12103,Sala 502,Atelier,27,ARQ01007,B,PROJETO ARQUITETÔNICO I,Prof45,ARQU,SEGUNDA-FEIRA,18:30,22:30,4,15,15,B
2026/2,Faculdade de Arquitetura - 12103,Sala 502,Atelier,27,ARQ01007,B,PROJETO ARQUITETÔNICO I,Prof45,ARQU,QUARTA-FEIRA,18:30,21:30,3,15,15,B
2026/2,Faculdade de Arquitetura - 12103,Sala 503,Atelier,31,ARQ01005,A,ARQUITETURA NO BRASIL,Prof54,ARQU,QUINTA-FEIRA,07:30,09:30,2,30,30,A
2026/2,Faculdade de Arquitetura - 12103,Sala 503,Atelier,31,ARQ02213,A,MORFOLOGIA E INFRAESTRUTURA URBANA,Prof126,ARQU,QUARTA-FEIRA,08:30,12:30,4,22,44,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 503,Atelier,31,ARQ02213,B,MORFOLOGIA E INFRAESTRUTURA URBANA,Prof09,ARQU,QUARTA-FEIRA,08:30,12:30,4,22,44,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 503,Atelier,31,ARQ01020,A,PROJETO ARQUITETÔNICO VII,Prof40,ARQU,SEGUNDA-FEIRA,09:30,12:30,3,15,45,A/B/C
2026/2,Faculdade de Arquitetura - 12103,Sala 503,Atelier,31,ARQ01020,B,PROJETO ARQUITETÔNICO VII,Prof128,ARQU,SEGUNDA-FEIRA,09:30,12:30,3,15,45,A/B/C
2026/2,Faculdade de Arquitetura - 12103,Sala 503,Atelier,31,ARQ01020,C,PROJETO ARQUITETÔNICO VII,Prof129,ARQU,SEGUNDA-FEIRA,09:30,12:30,3,15,45,A/B/C
2026/2,Faculdade de Arquitetura - 12103,Sala 503,Atelier,31,ARQ01020,A,PROJETO ARQUITETÔNICO VII,Prof40,ARQU,QUINTA-FEIRA,09:30,12:30,3,15,45,A/B/C
2026/2,Faculdade de Arquitetura - 12103,Sala 503,Atelier,31,ARQ01020,B,PROJETO ARQUITETÔNICO VII,Prof128,ARQU,QUINTA-FEIRA,09:30,12:30,3,15,45,A/B/C
2026/2,Faculdade de Arquitetura - 12103,Sala 503,Atelier,31,ARQ01020,C,PROJETO ARQUITETÔNICO VII,Prof129,ARQU,QUINTA-FEIRA,09:30,12:30,3,15,45,A/B/C
2026/2,Faculdade de Arquitetura - 12103,Sala 503,Atelier,31,ARQ01009,B,PROJETO ARQUITETÔNICO III,Prof78,ARQU,SEXTA-FEIRA,09:30,12:30,3,15,15,B
2026/2,Faculdade de Arquitetura - 12103,Sala 503,Atelier,31,ARQ03064,A,INTRODUÇÃO AO DESIGN,Prof106,DVIS,TERÇA-FEIRA,10:30,12:30,2,44,44,A
2026/2,Faculdade de Arquitetura - 12103,Sala 503,Atelier,31,ARQ03064,A,INTRODUÇÃO AO DESIGN,Prof106,DPRO,TERÇA-FEIRA,10:30,12:30,2,44,44,A
2026/2,Faculdade de Arquitetura - 12103,Sala 503,Atelier,31,ARQ03082,A,DESIGN DE EMBALAGEM I,Prof87,DVIS,QUINTA-FEIRA,13:30,17:30,4,35,35,A
2026/2,Faculdade de Arquitetura - 12103,Sala 503,Atelier,31,ARQ03082,A,DESIGN DE EMBALAGEM I,Prof87,DPRO,QUINTA-FEIRA,13:30,17:30,4,35,35,A
2026/2,Faculdade de Arquitetura - 12103,Sala 503,Atelier,31,ARQ01087,A,HABITABILIDADE DAS EDIFICAÇÕES II,Prof128,ARQU,SEGUNDA-FEIRA,16:30,18:30,2,30,30,A
2026/2,Faculdade de Arquitetura - 12103,Sala 503,Atelier,31,ARQ01020,A,PROJETO ARQUITETÔNICO VII,Prof40,ARQU,TERÇA-FEIRA,18:30,22:30,4,15,45,A/B/C
2026/2,Faculdade de Arquitetura - 12103,Sala 503,Atelier,31,ARQ01020,B,PROJETO ARQUITETÔNICO VII,Prof128,ARQU,TERÇA-FEIRA,18:30,22:30,4,15,45,A/B/C
2026/2,Faculdade de Arquitetura - 12103,Sala 503,Atelier,31,ARQ01020,C,PROJETO ARQUITETÔNICO VII,Prof129,ARQU,TERÇA-FEIRA,18:30,22:30,4,15,45,A/B/C
2026/2,Faculdade de Arquitetura - 12103,Sala 503,Atelier,31,ARQ03091,A,ORGANIZAÇÃO DA PRÁTICA PROFISSIONAL EM DESIGN,Prof15,DVIS,QUARTA-FEIRA,18:30,20:30,2,25,25,A
2026/2,Faculdade de Arquitetura - 12103,Sala 503,Atelier,31,ARQ03091,A,ORGANIZAÇÃO DA PRÁTICA PROFISSIONAL EM DESIGN,Prof15,DPRO,QUARTA-FEIRA,18:30,20:30,2,25,25,A
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ03004,C,GEOMETRIA DESCRITIVA APLICADA À ARQUITETURA,Prof132,ARQU,TERÇA-FEIRA,07:30,09:30,2,18,36,C/D
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ03004,D,GEOMETRIA DESCRITIVA APLICADA À ARQUITETURA,Prof131,ARQU,TERÇA-FEIRA,07:30,09:30,2,18,36,C/D
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ01090,F1,PRÁTICAS EM OBRAS I,Prof38,ARQU,QUARTA-FEIRA,07:30,08:30,1,5,5,F1
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ03004,C,GEOMETRIA DESCRITIVA APLICADA À ARQUITETURA,Prof132,ARQU,QUINTA-FEIRA,07:30,09:30,2,18,36,C/D
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ03004,D,GEOMETRIA DESCRITIVA APLICADA À ARQUITETURA,Prof131,ARQU,QUINTA-FEIRA,07:30,09:30,2,18,36,C/D
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ01090,G1,PRÁTICAS EM OBRAS I,Prof38,ARQU,QUARTA-FEIRA,08:30,09:30,1,6,6,G1
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ03139,B,ERGONOMIA APLICADA AO DESIGN I,Prof132,DVIS,TERÇA-FEIRA,09:30,11:30,2,22,22,B
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ03139,B,ERGONOMIA APLICADA AO DESIGN I,Prof132,DPRO,TERÇA-FEIRA,09:30,11:30,2,22,22,B
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ03139,B,ERGONOMIA APLICADA AO DESIGN I,Prof132,ARQU,TERÇA-FEIRA,09:30,11:30,2,22,22,B
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ01091,F2,PRÁTICAS EM OBRAS II,Prof38,ARQU,QUARTA-FEIRA,09:30,10:30,1,5,5,F2
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ01009,A,PROJETO ARQUITETÔNICO III,Prof61,ARQU,QUINTA-FEIRA,09:30,12:30,3,15,30,A/C
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ01009,C,PROJETO ARQUITETÔNICO III,Prof130,ARQU,QUINTA-FEIRA,09:30,12:30,3,15,30,A/C
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ01009,A,PROJETO ARQUITETÔNICO III,Prof61,ARQU,SEXTA-FEIRA,09:30,12:30,3,15,30,A/C
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ01009,C,PROJETO ARQUITETÔNICO III,Prof130,ARQU,SEXTA-FEIRA,09:30,12:30,3,15,30,A/C
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ01091,G2,PRÁTICAS EM OBRAS II,Prof38,ARQU,QUARTA-FEIRA,10:30,11:30,1,5,5,G2
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ03004,A,GEOMETRIA DESCRITIVA APLICADA À ARQUITETURA,Prof131,ARQU,TERÇA-FEIRA,13:30,15:30,2,35,35,A
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ03004,A,GEOMETRIA DESCRITIVA APLICADA À ARQUITETURA,Prof131,ARQU,QUARTA-FEIRA,13:30,15:30,2,35,35,A
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ03140,B,ERGONOMIA APLICADA AO DESIGN II,Prof132,DVIS,SEGUNDA-FEIRA,14:30,16:30,2,20,20,B
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ03140,B,ERGONOMIA APLICADA AO DESIGN II,Prof132,DPRO,SEGUNDA-FEIRA,14:30,16:30,2,20,20,B
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ03140,B,ERGONOMIA APLICADA AO DESIGN II,Prof132,ARQU,SEGUNDA-FEIRA,14:30,16:30,2,20,20,B
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ03139,B,ERGONOMIA APLICADA AO DESIGN I,Prof132,DVIS,SEGUNDA-FEIRA,16:30,18:30,2,22,22,B
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ03139,B,ERGONOMIA APLICADA AO DESIGN I,Prof132,DPRO,SEGUNDA-FEIRA,16:30,18:30,2,22,22,B
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ03139,B,ERGONOMIA APLICADA AO DESIGN I,Prof132,ARQU,SEGUNDA-FEIRA,16:30,18:30,2,22,22,B
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ02006,A,URBANISMO IV,Prof48,ARQU,SEGUNDA-FEIRA,18:30,22:30,4,17,34,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ02006,B,URBANISMO IV,Prof133,ARQU,SEGUNDA-FEIRA,18:30,22:30,4,17,34,A/B
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ01009,A,PROJETO ARQUITETÔNICO III,Prof61,ARQU,TERÇA-FEIRA,18:30,22:30,4,15,30,A/C
2026/2,Faculdade de Arquitetura - 12103,Sala 504,Atelier,39,ARQ01009,C,PROJETO ARQUITETÔNICO III,Prof130,ARQU,TERÇA-FEIRA,18:30,22:30,4,15,30,A/C
